Word,Frequency,Document
proliferation,1,doc2.txt
genocide,1,doc2.txt
climate,1,doc2.txt
disease,1,doc2.txt
again,4,doc2.txt
cause,1,doc2.txt
long,3,doc2.txt
peace,1,doc2.txt
yearn,1,doc2.txt
weeks,1,doc2.txt
forward,2,doc2.txt
debating,1,doc2.txt
suggest,1,doc2.txt
positions,1,doc2.txt
political,1,doc2.txt
purposes,1,doc2.txt
things,3,doc2.txt
disagree,1,doc2.txt
challenging,1,doc2.txt
others,1,doc2.txt
character,1,doc2.txt
patriotism,2,doc2.txt
times,1,doc2.txt
serious,1,doc2.txt
stakes,1,doc2.txt
high,1,doc2.txt
partisan,1,doc2.txt
playbook,1,doc2.txt
agree,4,doc2.txt
battlefields,1,doc2.txt
may,3,doc2.txt
bled,1,doc2.txt
died,1,doc2.txt
flag,1,doc2.txt
served,2,doc2.txt
red,1,doc2.txt
blue,1,doc2.txt
got,2,doc2.txt
easy,1,doc2.txt
choices,1,doc2.txt
cast,1,doc2.txt
wornout,1,doc2.txt
measured,1,doc2.txt
wages,2,doc2.txt
bigger,1,doc2.txt
trade,1,doc2.txt
common,2,doc2.txt
purpose,2,doc2.txt
abortion,1,doc2.txt
surely,2,doc2.txt
reducing,1,doc2.txt
unwanted,1,doc2.txt
pregnancies,1,doc2.txt
reality,1,doc2.txt
gun,1,doc2.txt
hunters,1,doc2.txt
rural,1,doc2.txt
plagued,1,doc2.txt
gangviolence,1,doc2.txt
cleveland,1,doc2.txt
uphold,1,doc2.txt
second,1,doc2.txt
amendment,1,doc2.txt
ak47s,1,doc2.txt
criminals,1,doc2.txt
differences,2,doc2.txt
samesex,1,doc2.txt
marriage,1,doc2.txt
gay,1,doc2.txt
lesbian,1,doc2.txt
visit,1,doc2.txt
person,1,doc2.txt
hospital,1,doc2.txt
free,1,doc2.txt
discrimination,1,doc2.txt
passions,1,doc2.txt
fly,1,doc2.txt
immigration,1,doc2.txt
anyone,1,doc2.txt
separated,1,doc2.txt
infant,1,doc2.txt
employer,1,doc2.txt
undercuts,1,doc2.txt
hiring,1,doc2.txt
illegal,1,doc2.txt
democracy,1,doc2.txt
grace,1,doc2.txt
bridge,1,doc2.txt
divides,1,doc2.txt
unite,1,doc2.txt
effort,1,doc2.txt
dismiss,1,doc2.txt
such,1,doc2.txt
beliefs,1,doc2.txt
happy,1,doc2.txt
claim,1,doc2.txt
insistence,1,doc2.txt
something,3,doc2.txt
larger,1,doc2.txt
firmer,1,doc2.txt
honest,1,doc2.txt
public,1,doc2.txt
trojan,1,doc2.txt
horse,1,doc2.txt
abandonment,1,doc2.txt
traditional,1,doc2.txt
expected,1,doc2.txt
any,2,doc2.txt
fresh,1,doc2.txt
stale,1,doc2.txt
tactics,1,doc2.txt
scare,1,doc2.txt
voters,1,doc2.txt
record,1,doc2.txt
run,2,doc2.txt
paint,1,doc2.txt
opponent,1,doc2.txt
feeds,1,doc2.txt
cynicism,1,doc2.txt
promises,1,doc2.txt
seem,1,doc2.txt
empty,1,doc2.txt
hopes,1,doc2.txt
dashed,1,doc2.txt
hoping,1,doc2.txt
already,1,doc2.txt
realize,1,doc2.txt
likeliest,1,doc2.txt
candidate,1,doc2.txt
fit,1,doc2.txt
typical,1,doc2.txt
pedigree,1,doc2.txt
havent,1,doc2.txt
spent,1,doc2.txt
career,1,doc2.txt
halls,1,doc2.txt
stirring,1,doc2.txt
naysayers,1,doc2.txt
eighteen,1,doc2.txt
months,1,doc2.txt
greatest,2,doc2.txt
try,1,doc2.txt
players,1,doc2.txt
expect,1,doc2.txt
shown,1,doc2.txt
history,1,doc2.txt
teaches,1,doc2.txt
comes,1,doc2.txt
happens,1,doc2.txt
demand,1,doc2.txt
insist,1,doc2.txt
leadership,1,doc2.txt
coming,2,doc2.txt
seen,6,doc2.txt
lived,1,doc2.txt
illinois,1,doc2.txt
provided,1,doc2.txt
moved,1,doc2.txt
welfare,1,doc2.txt
lines,2,doc2.txt
open,1,doc2.txt
hold,2,doc2.txt
accountable,1,doc2.txt
campaign,1,doc2.txt
involved,1,doc2.txt
thought,1,doc2.txt
theyd,1,doc2.txt
pick,1,doc2.txt
democratic,1,doc2.txt
ballot,2,doc2.txt
did,1,doc2.txt
rather,1,doc2.txt
friends,1,doc2.txt
lose,1,doc2.txt
reenlist,1,doc2.txt
limb,1,doc2.txt
neighbors,1,doc2.txt
stranger,1,doc2.txt
hurricane,1,doc2.txt
strikes,1,doc2.txt
floodwaters,1,doc2.txt
wealth,1,doc2.txt
makes,3,doc2.txt
rich,1,doc2.txt
powerful,1,doc2.txt
earth,1,doc2.txt
universities,1,doc2.txt
culture,1,doc2.txt
envy,1,doc2.txt
keeps,1,doc2.txt
shores,1,doc2.txt
pushes,1,doc2.txt
path,1,doc2.txt
uncertain,1,doc2.txt
binds,1,doc2.txt
spite,1,doc2.txt
eye,1,doc2.txt
unseen,1,doc2.txt
place,1,doc2.txt
around,1,doc2.txt
bend,1,doc2.txt
inheritance,1,doc2.txt
tuck,1,doc2.txt
led,2,doc2.txt
immigrants,1,doc2.txt
cross,1,doc2.txt
oceans,1,doc2.txt
pioneers,1,doc2.txt
west,1,doc2.txt
picket,1,doc2.txt
forty,1,doc2.txt
corner,1,doc2.txt
mall,1,doc2.txt
lincolns,1,doc2.txt
memorial,1,doc2.txt
preacher,2,doc2.txt
speak,1,doc2.txt
dream,1,doc2.txt
gathered,1,doc2.txt
couldve,3,doc2.txt
heard,3,doc2.txt
words,2,doc2.txt
anger,1,doc2.txt
discord,1,doc2.txt
succumb,1,doc2.txt
fear,1,doc2.txt
frustration,1,doc2.txt
deferred,1,doc2.txt
creed,1,doc2.txt
color,1,doc2.txt
walk,4,doc2.txt
destiny,1,doc2.txt
inextricably,1,doc2.txt
linked,1,doc2.txt
cried,1,doc2.txt
pledge,2,doc2.txt
shall,1,doc2.txt
march,2,doc2.txt
done,1,doc2.txt
educate,1,doc2.txt
cities,1,doc2.txt
farms,1,doc2.txt
save,1,doc2.txt
mend,1,doc2.txt
scripture,1,doc2.txt
firmly,1,doc2.txt
wavering,1,doc2.txt
confess,1,doc2.txt
god,1,doc2.txt
bless,1,doc2.txt
